,user_id,group,is_viewed,products_viewed_cnt,price_sum,is_cart_added,is_purchased,cart_added_cnt,purchased_cnt
167,1515915625356203891,A,1,3,64.28999999999999,0.0,0.0,0,0
168,1515915625356205647,B,1,2,63.21,0.0,0.0,0,0
169,1515915625356207586,A,1,8,2586.9700000000003,0.0,0.0,1,1
170,1515915625356212446,A,1,3,262.72,0.0,0.0,0,0
171,1515915625356236274,A,1,15,1288.3899999999999,0.0,0.0,0,0
172,1515915625356240667,B,1,1,142.05,0.0,0.0,0,0
173,1515915625356307739,A,1,1,23.37,0.0,0.0,0,0
174,1515915625356313286,B,1,1,75.24,0.0,0.0,0,0
175,1515915625356373054,B,1,1,57.19,0.0,0.0,0,0
176,1515915625356381424,A,1,1,27.32,0.0,0.0,0,0
177,1515915625356382127,B,1,1,80.32,0.0,0.0,0,0
178,1515915625356396104,B,1,1,35.1,0.0,0.0,0,0
179,1515915625356493974,A,1,1,10.21,0.0,0.0,0,0
180,1515915625356503385,A,1,1,10.19,0.0,0.0,0,0
181,1515915625356518523,B,1,1,45.56,0.0,0.0,0,0
182,1515915625356531119,B,1,5,822.6800000000001,0.0,0.0,0,0
183,1515915625356581049,B,1,2,170.48,0.0,0.0,0,0
184,1515915625356582255,B,1,1,17.19,0.0,0.0,1,1
185,1515915625356607112,A,1,1,390.32,0.0,0.0,0,0
186,1515915625356621126,A,1,1,16.32,0.0,0.0,0,0
187,1515915625356632111,B,1,1,53.75,0.0,0.0,0,0
188,1515915625356673726,B,1,1,101.51,0.0,0.0,0,0
189,1515915625356678096,B,1,1,253.86,0.0,0.0,0,0
190,1515915625356679194,B,1,5,296.6,0.0,0.0,1,1
191,1515915625356687217,A,1,2,57.39,0.0,0.0,0,0
192,1515915625356687705,A,1,4,134.8,0.0,0.0,1,0
193,1515915625356706565,A,1,1,62.03,0.0,0.0,0,0
194,1515915625356708800,A,1,1,721.44,0.0,0.0,0,0
195,1515915625356726216,B,1,1,46.63,0.0,0.0,0,0
196,1515915625356734334,B,1,7,1165.84,0.0,0.0,0,0
197,1515915625356764208,A,1,2,159.5,0.0,0.0,0,0
198,1515915625356769228,A,1,4,71.14999999999999,0.0,0.0,0,0
199,1515915625356775302,B,1,4,125.72,0.0,0.0,0,0
200,1515915625356779685,B,1,2,183.84,0.0,0.0,0,0
201,1515915625356790894,B,1,1,83.65,0.0,0.0,0,0
202,1515915625356850032,B,1,4,116.63000000000001,0.0,0.0,0,0
203,1515915625356870132,A,1,2,61.52,0.0,0.0,0,0
204,1515915625356872665,A,1,1,28.57,0.0,0.0,0,0
205,1515915625356900732,A,1,1,14.29,0.0,0.0,0,0
206,1515915625356905494,B,1,1,12.63,0.0,0.0,0,0
207,1515915625356916571,A,1,1,7.48,0.0,0.0,0,0
208,1515915625356928964,A,1,1,162.1,0.0,0.0,0,0
209,1515915625356929390,B,1,2,156.49,0.0,0.0,0,0
210,1515915625356947907,B,1,1,91.22,0.0,0.0,0,0
211,1515915625356972811,A,1,1,90.63,0.0,0.0,0,0
212,1515915625356976111,A,1,2,69.3,0.0,0.0,0,0
213,1515915625356979658,A,1,1,46.03,0.0,0.0,0,0
214,1515915625356987846,A,1,1,95.9,0.0,0.0,0,0
215,1515915625356991486,B,1,4,243.94000000000003,0.0,0.0,0,0
216,1515915625357004601,B,1,1,23.57,0.0,0.0,1,1
217,1515915625357114908,A,1,1,75.06,0.0,0.0,0,0
218,1515915625357115026,A,1,2,132.96,0.0,0.0,0,0
219,1515915625357132768,A,1,7,365.72,0.0,0.0,1,1
220,1515915625357168077,B,1,1,15.16,0.0,0.0,0,0
221,1515915625357273481,A,1,1,16.94,0.0,0.0,0,0
222,1515915625357303615,B,1,1,164.62,0.0,0.0,0,0
223,1515915625357313459,A,1,1,13.97,0.0,0.0,0,0
224,1515915625357335282,B,1,1,16.98,0.0,0.0,0,0
225,1515915625357361494,A,1,1,25.48,0.0,0.0,0,0
226,1515915625357384049,A,1,8,684.3,0.0,0.0,0,0
227,1515915625357390538,B,1,2,59.04,0.0,0.0,0,0
228,1515915625357470180,A,1,1,11.13,0.0,0.0,0,0
229,1515915625357471424,B,1,2,17.17,0.0,0.0,0,0
230,1515915625357523772,A,1,1,13.57,0.0,0.0,0,0
231,1515915625357619595,A,1,18,851.77,0.0,0.0,1,1
232,1515915625357633952,B,1,1,62.6,0.0,0.0,0,0
233,1515915625357647496,A,1,3,70.46000000000001,0.0,0.0,1,0
234,1515915625357658687,B,1,1,42.43,0.0,0.0,0,0
235,1515915625357683717,B,1,4,154.24,0.0,0.0,0,0
236,1515915625357684290,B,1,1,42.86,0.0,0.0,0,0
237,1515915625357695225,A,1,2,460.7,0.0,0.0,1,0
238,1515915625357773191,A,1,1,30.48,0.0,0.0,0,0
239,1515915625357781243,B,1,1,75.67,0.0,0.0,1,1
240,1515915625357797489,A,1,1,115.08,0.0,0.0,0,0
241,1515915625357839386,B,1,3,81.9,0.0,0.0,0,0
242,1515915625357840572,A,1,1,472.73,0.0,0.0,0,0
243,1515915625357885557,A,1,1,78.89,0.0,0.0,0,0
244,1515915625357893138,A,1,1,20.94,0.0,0.0,0,0
245,1515915625357905325,A,1,3,3087.18,0.0,0.0,0,0
246,1515915625357946675,A,1,2,23.1,0.0,0.0,0,0
247,1515915625357973088,A,1,2,355.45,0.0,0.0,0,0
248,1515915625357985961,B,1,2,45.95,0.0,0.0,0,0
249,1515915625357988711,A,1,1,27.9,0.0,0.0,0,0
250,1515915625357998133,B,1,1,31.35,0.0,0.0,0,0
251,1515915625358003322,B,1,4,127.77,0.0,0.0,0,0
252,1515915625358005739,B,1,3,229.08999999999997,0.0,0.0,0,0
253,1515915625358008174,B,1,1,45.35,0.0,0.0,0,0
254,1515915625358008624,A,1,6,883.86,0.0,0.0,0,0
255,1515915625358014401,A,1,4,261.56,0.0,0.0,0,0
256,1515915625358023713,A,1,1,17.62,0.0,0.0,0,0
257,1515915625358080905,B,1,1,16.67,0.0,0.0,0,0
258,1515915625358136445,B,1,1,186.14,0.0,0.0,0,0
259,1515915625358152476,A,1,1,54.46,0.0,0.0,0,0
260,1515915625358197368,B,1,3,96.66,0.0,0.0,1,1
261,1515915625358243137,A,1,2,370.38,0.0,0.0,0,0
262,1515915625358259738,B,1,1,161.3,0.0,0.0,0,0
263,1515915625358301770,A,1,1,250.02,0.0,0.0,0,0
264,1515915625358387043,B,1,3,70.31,0.0,0.0,0,0
265,1515915625358395115,B,1,1,64.6,0.0,0.0,1,0
266,1515915625358396159,B,1,5,622.21,0.0,0.0,0,0
267,1515915625358438202,A,1,3,677.21,0.0,0.0,0,0
268,1515915625358482476,A,1,1,19.49,0.0,0.0,1,1
269,1515915625358499750,A,1,2,75.87,0.0,0.0,1,0
270,1515915625358502998,B,1,2,56.66,0.0,0.0,0,0
271,1515915625358534252,A,1,2,374.2,0.0,0.0,0,0
272,1515915625358535135,A,1,1,19.97,0.0,0.0,0,0
273,1515915625358535206,B,1,1,37.46,0.0,0.0,0,0
274,1515915625358541471,A,1,1,150.32,0.0,0.0,0,0
275,1515915625358545759,A,1,1,8.4,0.0,0.0,0,0
276,1515915625358548727,B,1,1,133.3,0.0,0.0,0,0
277,1515915625358556816,B,1,1,81.25,0.0,0.0,0,0
278,1515915625358571825,A,1,1,37.11,0.0,0.0,0,0
279,1515915625358595953,B,1,1,11.65,0.0,0.0,0,0
280,1515915625358612305,B,1,1,27.3,0.0,0.0,0,0
281,1515915625358631990,B,1,2,203.01999999999998,0.0,0.0,0,0
282,1515915625358642241,B,1,2,542.69,0.0,0.0,0,0
283,1515915625358644599,A,1,1,153.17,0.0,0.0,0,0
284,1515915625358666491,B,1,22,1817.5700000000002,0.0,0.0,2,0
285,1515915625358685397,B,1,1,367.97,0.0,0.0,0,0
286,1515915625358757361,B,1,1,29.52,0.0,0.0,0,0
287,1515915625358783783,A,1,1,12.51,0.0,0.0,0,0
288,1515915625358790782,A,1,1,88.14,0.0,0.0,0,0
289,1515915625358804383,A,1,1,18.1,0.0,0.0,0,0
290,1515915625358835858,A,1,2,43.5,0.0,0.0,1,1
291,1515915625358841505,B,1,1,418.6,0.0,0.0,0,0
292,1515915625358848040,A,1,2,52.38,0.0,0.0,1,1
293,1515915625358854047,B,1,2,110.0,0.0,0.0,0,0
294,1515915625358886658,B,1,1,25.16,0.0,0.0,0,0
295,1515915625358892673,A,1,1,988.06,0.0,0.0,0,0
296,1515915625358897016,A,1,1,43.65,0.0,0.0,0,0
297,1515915625358897597,B,1,1,54.6,0.0,0.0,0,0
298,1515915625358905168,A,1,2,141.24,0.0,0.0,0,0
299,1515915625358909550,A,1,2,122.48,0.0,0.0,0,0
300,1515915625358926548,A,1,2,55.900000000000006,0.0,0.0,0,0
301,1515915625358959482,A,1,1,13.02,0.0,0.0,0,0
302,1515915625359012548,B,1,1,24.29,0.0,0.0,0,0
303,1515915625359012553,A,1,2,473.26,0.0,0.0,0,0
304,1515915625359160404,A,1,1,140.02,0.0,0.0,0,0
305,1515915625359176190,A,1,1,88.65,0.0,0.0,0,0
306,1515915625359176662,B,1,1,122.57,0.0,0.0,0,0
307,1515915625359197562,B,1,1,110.63,0.0,0.0,0,0
308,1515915625359197991,B,1,1,39.75,0.0,0.0,0,0
309,1515915625359219515,B,1,1,26.56,0.0,0.0,0,0
310,1515915625359261495,B,1,4,1167.02,0.0,0.0,0,0
311,1515915625359264087,A,1,1,54.11,0.0,0.0,0,0
312,1515915625359266256,B,1,1,30.48,0.0,0.0,1,0
313,1515915625359268086,B,1,1,1271.92,0.0,0.0,0,0
314,1515915625359314187,B,1,3,138.14000000000001,0.0,0.0,0,0
315,1515915625359336587,B,1,1,26.51,0.0,0.0,0,0
316,1515915625359364593,A,1,1,85.6,0.0,0.0,0,0
317,1515915625359368343,B,1,12,1409.3999999999999,0.0,0.0,1,0
318,1515915625359387862,A,1,1,44.44,0.0,0.0,0,0
319,1515915625359425458,B,1,1,37.75,0.0,0.0,0,0
320,1515915625359447191,A,1,1,69.35,0.0,0.0,0,0
321,1515915625359453928,A,1,9,1080.58,0.0,0.0,1,1
322,1515915625359461231,B,1,2,92.2,0.0,0.0,0,0
323,1515915625359506070,B,1,1,22.16,0.0,0.0,0,0
324,1515915625359570249,B,1,1,72.38,0.0,0.0,0,0
325,1515915625359616242,A,1,15,1518.15,0.0,0.0,0,0
326,1515915625359616846,A,1,1,229.0,0.0,0.0,0,0
327,1515915625359619344,A,1,1,224.76,0.0,0.0,0,0
328,1515915625359621928,B,1,1,12.94,0.0,0.0,0,0
329,1515915625359704983,B,1,1,161.71,0.0,0.0,0,0
330,1515915625359743754,A,1,1,281.78,0.0,0.0,0,0
331,1515915625359744603,A,1,1,63.71,0.0,0.0,0,0
332,1515915625359793996,B,1,1,25.63,0.0,0.0,0,0
333,1515915625359833886,A,1,1,52.44,0.0,0.0,1,1
334,1515915625359977380,A,1,1,113.9,0.0,0.0,0,0
335,1515915625359986580,A,1,3,279.68,0.0,0.0,0,0
336,1515915625359988920,B,1,1,6.48,0.0,0.0,0,0
337,1515915625360005514,B,1,1,96.57,0.0,0.0,0,0
338,1515915625360048034,B,1,2,114.13,0.0,0.0,0,0
339,1515915625360066155,A,1,1,144.24,0.0,0.0,0,0
340,1515915625360072300,B,1,1,222.6,0.0,0.0,0,0
341,1515915625360089796,B,1,1,16.02,0.0,0.0,0,0
342,1515915625360112757,B,1,1,167.75,0.0,0.0,0,0
343,1515915625360113547,B,1,11,204.27,0.0,0.0,0,0
344,1515915625360117407,B,1,1,139.21,0.0,0.0,0,0
345,1515915625360146869,A,1,1,116.79,0.0,0.0,0,0
346,1515915625360161045,A,1,1,988.06,0.0,0.0,0,0
347,1515915625360246860,A,1,1,35.56,0.0,0.0,0,0
348,1515915625360350810,A,1,3,22.66,0.0,0.0,0,0
349,1515915625360366363,A,1,2,241.5,0.0,0.0,0,0
350,1515915625360401970,B,1,17,391.32,0.0,0.0,0,0
351,1515915625360402795,B,1,4,640.31,0.0,0.0,0,0
352,1515915625360447134,A,1,3,112.28999999999999,0.0,0.0,0,0
353,1515915625360454375,B,1,1,13.02,0.0,0.0,0,0
354,1515915625360474290,B,1,1,41.94,0.0,0.0,0,0
355,1515915625360479862,A,1,5,419.11,0.0,0.0,1,0
356,1515915625360485955,A,1,1,63.92,0.0,0.0,0,0
357,1515915625360538169,B,1,2,60.0,0.0,0.0,0,0
358,1515915625360575255,A,1,1,63.98,0.0,0.0,0,0
359,1515915625360613996,B,1,1,200.6,0.0,0.0,1,0
360,1515915625360642872,A,1,1,121.4,0.0,0.0,0,0
361,1515915625360649877,B,1,1,113.3,0.0,0.0,0,0
362,1515915625360654099,B,1,1,11.52,0.0,0.0,0,0
363,1515915625360656195,B,1,1,47.14,0.0,0.0,0,0
364,1515915625360659278,A,1,2,1188.38,0.0,0.0,0,0
365,1515915625360667396,A,1,1,215.49,0.0,0.0,0,0
366,1515915625360687322,A,1,1,50.16,0.0,0.0,0,0
367,1515915625360691855,A,1,1,24.6,0.0,0.0,0,0
368,1515915625360708662,B,1,1,104.43,0.0,0.0,0,0
369,1515915625360736743,A,1,2,105.4,0.0,0.0,0,0
370,1515915625360775587,B,1,89,23356.64,0.0,0.0,0,0
371,1515915625360778889,B,1,1,249.02,0.0,0.0,0,0
372,1515915625360793215,B,1,1,19.37,0.0,0.0,0,0
373,1515915625360798041,B,1,2,210.89,0.0,0.0,0,0
374,1515915625360808906,A,1,1,134.44,0.0,0.0,0,0
375,1515915625360858185,B,1,1,10.62,0.0,0.0,0,0
376,1515915625360872407,B,1,2,54.019999999999996,0.0,0.0,0,0
377,1515915625360905545,A,1,1,17.14,0.0,0.0,0,0
378,1515915625360911267,B,1,2,32.96,0.0,0.0,1,1
379,1515915625360916619,B,1,1,53.59,0.0,0.0,0,0
380,1515915625360917961,A,1,1,569.41,0.0,0.0,0,0
381,1515915625360919421,A,1,1,223.84,0.0,0.0,0,0
382,1515915625360924831,A,1,11,160.6,0.0,0.0,0,0
383,1515915625360938633,B,1,1,83.97,0.0,0.0,0,0
384,1515915625360981928,A,1,1,15.87,0.0,0.0,0,0
385,1515915625361029311,B,1,1,51.75,0.0,0.0,0,0
386,1515915625361037215,B,1,1,13.71,0.0,0.0,0,0
387,1515915625361057460,B,1,1,588.49,0.0,0.0,0,0
388,1515915625361062427,A,1,1,74.86,0.0,0.0,0,0
389,1515915625361099554,B,1,9,214.26,0.0,0.0,1,0
390,1515915625361101786,A,1,3,43.38,0.0,0.0,0,0
391,1515915625361123710,B,1,1,43.11,0.0,0.0,0,0
392,1515915625361135661,A,1,1,1023.11,0.0,0.0,0,0
393,1515915625361136585,B,1,1,13.86,0.0,0.0,0,0
394,1515915625361148522,A,1,3,516.95,0.0,0.0,0,0
395,1515915625361149065,A,1,1,1.57,0.0,0.0,0,0
396,1515915625361166792,A,1,1,26.19,0.0,0.0,0,0
397,1515915625361168949,B,1,1,140.86,0.0,0.0,0,0
398,1515915625361197730,A,1,1,92.05,0.0,0.0,1,1
399,1515915625361210283,B,1,1,16.35,0.0,0.0,0,0
400,1515915625361232363,A,1,11,231.02,0.0,0.0,0,0
401,1515915625361283252,B,1,1,59.3,0.0,0.0,1,1
402,1515915625361283562,A,1,3,150.39999999999998,0.0,0.0,0,0
403,1515915625361317841,B,1,2,218.79999999999998,0.0,0.0,0,0
404,1515915625361374866,B,1,1,27.84,0.0,0.0,0,0
405,1515915625361401260,B,1,7,483.6,0.0,0.0,0,0
406,1515915625361438232,A,1,1,58.02,0.0,0.0,0,0
407,1515915625361439171,B,1,1,53.9,0.0,0.0,0,0
408,1515915625361444158,B,1,1,23.81,0.0,0.0,0,0
409,1515915625361477676,A,1,1,19.41,0.0,0.0,0,0
410,1515915625361494174,A,1,3,171.28,0.0,0.0,0,0
411,1515915625361494362,B,1,1,108.65,0.0,0.0,0,0
412,1515915625361510625,B,1,1,68.57,0.0,0.0,0,0
413,1515915625361514652,B,1,1,91.22,0.0,0.0,0,0
414,1515915625361544519,A,1,1,21.9,0.0,0.0,0,0
415,1515915625361570372,A,1,2,86.22,0.0,0.0,0,0
416,1515915625361605159,A,1,1,198.62,0.0,0.0,0,0
417,1515915625361609680,B,1,1,14.76,0.0,0.0,0,0
418,1515915625361670634,A,1,1,40.79,0.0,0.0,0,0
419,1515915625361678637,A,1,1,9.29,0.0,0.0,0,0
420,1515915625361704460,B,1,1,404.14,0.0,0.0,0,0
421,1515915625361752655,B,1,4,1164.1,0.0,0.0,0,0
422,1515915625361788436,A,1,1,9.35,0.0,0.0,0,0
423,1515915625361862016,A,1,2,43.05,0.0,0.0,0,0
424,1515915625361909601,B,1,2,52.27,0.0,0.0,0,0
425,1515915625361934146,B,1,3,137.36,0.0,0.0,0,0
426,1515915625361960275,B,1,2,35.730000000000004,0.0,0.0,0,0
427,1515915625361963933,A,1,11,281.19,0.0,0.0,0,0
428,1515915625361971770,A,1,1,12.54,0.0,0.0,0,0
