,user_id,metric,day
1907,1907,2647.0233,7
18914,8914,5500.258780620875,14
15474,5474,5260.153973295829,14
3888,3888,4435.4719,8
14649,4649,6529.379286754017,19
10267,267,4489.902628797559,17
17196,7196,4724.914589454966,16
6850,6850,4817.8221,0
17178,7178,7973.938768296099,18
7157,7157,2890.1635,7
4761,4761,1425.9822,1
14748,4748,7735.504619902607,18
6857,6857,3294.2397,7
11479,1479,4705.431395839428,19
1735,1735,2630.8945,5
6400,6400,2551.9398,0
12870,2870,6038.742804800731,10
8307,8307,1712.5742,7
12253,2253,5724.936507591929,13
7166,7166,2800.14,6
3378,3378,2575.1296,8
19186,9186,7793.224010116519,16
6109,6109,4052.7221,9
6213,6213,2309.2041,3
13521,3521,7191.84949911143,11
6274,6274,6803.9492,4
11487,1487,6406.322212754311,17
10278,278,5370.48450694476,18
7187,7187,6438.6784,7
7430,7430,3466.2612,0
12872,2872,7298.187755104195,12
13822,3822,4222.498017640858,12
2388,2388,3001.8038,8
11110,1110,4736.024618154073,10
16500,6500,5556.173432431342,10
13667,3667,8981.879258853885,17
12845,2845,4319.138952567653,15
5751,5751,3338.1623,1
11864,1864,11414.880134092527,14
6635,6635,4647.3032,5
13389,3389,7164.119053825867,19
9104,9104,4181.6075,4
1710,1710,4905.4725,0
14780,4780,7001.817299458013,10
17901,7901,10157.74010265158,11
9423,9423,5110.7384,3
3529,3529,3598.9316,9
19003,9003,7924.716912089628,13
15567,5567,6320.7605379850065,17
13527,3527,8979.614210957227,17
11042,1042,5046.641385502661,12
3403,3403,4077.495,3
9344,9344,5123.1231,4
612,612,1470.4375,2
7234,7234,4654.5731,4
19460,9460,9992.256698961783,10
13697,3697,5709.619925400526,17
9944,9944,3632.4987,4
4397,4397,3616.4972,7
8539,8539,1597.0761,9
18911,8911,4463.336201788361,11
14322,4322,12804.777735849551,12
627,627,2580.0701,7
16169,6169,7631.764821222559,19
7918,7918,2014.7609,8
11834,1834,7918.37664274521,14
3609,3609,1944.9483,9
2484,2484,3503.9367,4
604,604,4145.3112,4
5211,5211,3856.3421,1
19504,9504,5375.956312148728,14
4329,4329,3375.2696,9
2255,2255,1769.9663,5
4313,4313,4522.6098,3
7967,7967,2417.7773,7
1648,1648,2071.5813,8
1561,1561,2243.9172,1
4497,4497,1066.9688,7
5754,5754,4634.4007,4
13492,3492,6318.253230078404,12
15965,5965,13920.875919574484,15
2330,2330,3110.5751,0
19932,9932,6775.226556146588,12
10628,628,8308.641270802016,18
6611,6611,2408.6221,1
7581,7581,5850.1743,1
8368,8368,3513.4012,8
3950,3950,4353.112,0
4682,4682,2089.6854,2
16993,6993,8412.940889671296,13
9937,9937,5656.3364,7
472,472,5474.2583,2
12001,2001,7524.6103542273795,11
6584,6584,3406.2101,4
9438,9438,1663.7693,8
7710,7710,5047.6672,0
1503,1503,6810.3841,3
1472,1472,3761.3596,2
6187,6187,2223.2563,7
17941,7941,4435.466778383209,11
10719,719,7917.916941330274,19
17269,7269,11143.79988936886,19
19614,9614,5588.314156291131,14
9550,9550,2638.1469,0
3167,3167,1544.8865,7
7850,7850,3365.5690000000004,0
2590,2590,4342.852,0
18258,8258,3729.690095500291,18
10879,879,6977.584456796463,19
17341,7341,8217.231490065986,11
12351,2351,5842.462858824986,11
15165,5165,5717.269323610564,15
18314,8314,3488.485969973014,14
16054,6054,5431.773837855248,14
3843,3843,1527.5454,3
19880,9880,9409.554727742736,10
2814,2814,3805.2382,4
19744,9744,4652.006996078857,14
18089,8089,5335.073686276082,19
19758,9758,6773.964248000988,18
4104,4104,2967.413,4
16349,6349,7940.152190384198,19
12079,2079,5541.37399732584,19
18893,8893,10333.356644167896,13
2447,2447,3807.9658,7
15543,5543,4605.75092685272,13
18289,8289,10656.559602535172,19
14529,4529,12750.641684896045,19
19308,9308,5126.7224766266245,18
19727,9727,9530.011565946308,17
1526,1526,4589.3758,6
9762,9762,4654.1551,2
16817,6817,7303.363266819197,17
1960,1960,1808.0071,0
9611,9611,1179.0091,1
7822,7822,2388.6606,2
1244,1244,1673.9344,4
17126,7126,6471.864365792823,16
5807,5807,9914.2833,7
18055,8055,4744.494938311768,15
13014,3014,9277.518751741434,14
15684,5684,8276.42871825026,14
7338,7338,3412.9818,8
10472,472,8301.178816762576,12
11177,1177,7619.914776247109,17
11763,1763,7210.218372208184,13
17696,7696,5885.077585402995,16
8474,8474,1951.4224,4
7193,7193,2401.5135,3
1596,1596,7416.3308,6
13406,3406,5264.967592801068,16
5840,5840,4397.4285,0
18690,8690,8612.656932926628,10
2845,2845,1136.1664,5
15402,5402,7152.214445687327,12
2880,2880,1575.4955,0
10540,540,7314.511925360538,10
7838,7838,2854.705,8
8774,8774,6880.7662,4
10369,369,7308.99779082147,19
12242,2242,5239.216562300129,12
6174,6174,4696.4286,4
8443,8443,4546.2242,3
11634,1634,10007.246215453866,14
19878,9878,7947.651331355522,18
4900,4900,1248.5042,0
1631,1631,2267.1832,1
16471,6471,6555.943023500246,11
82,82,4903.0591,2
13686,3686,7426.038750598507,16
19049,9049,7601.602654234444,19
2074,2074,4850.0049,4
10301,301,6826.591127150411,11
17692,7692,9382.925302610323,12
8556,8556,4142.5305,6
14409,4409,7528.628203377785,19
6369,6369,2927.3835,9
17639,7639,4785.748220675996,19
7657,7657,4025.6531,7
9379,9379,4770.4439,9
13296,3296,7239.37080115085,16
10112,112,6916.715825906556,12
11371,1371,8249.948289103693,11
4296,4296,1091.4707,6
1555,1555,5424.0949,5
14012,4012,8559.870173809371,12
15439,5439,9808.074883136462,19
3243,3243,3083.2356,3
18580,8580,7642.09291900169,10
10032,32,7656.902816647083,12
15720,5720,6021.030662114619,10
8138,8138,5070.0493,8
6675,6675,4467.1022,5
11868,1868,5715.807732425342,18
5871,5871,4666.1344,1
4997,4997,4620.7974,7
12421,2421,4164.872922970162,11
836,836,3631.6059,6
2361,2361,4943.573,1
12632,2632,13760.487115344282,12
1998,1998,1854.8301,8
5473,5473,2922.1819,3
1604,1604,6812.4708,4
2889,2889,3719.6612,9
15852,5852,8246.150760985087,12
17862,7862,4505.330654139372,12
3242,3242,3721.1234,2
13407,3407,6100.572153135754,17
8772,8772,5396.6677,2
17005,7005,8250.404531346634,15
1765,1765,2472.5518,5
14362,4362,5057.312719566178,12
10416,416,6506.133218553519,16
2665,2665,4915.6621,5
19590,9590,12475.961945405708,10
1641,1641,7895.4585,1
12337,2337,8675.55159562049,17
17112,7112,6810.032295669436,12
14715,4715,10967.723800229123,15
19083,9083,7569.547131911015,13
1421,1421,9109.5188,1
5962,5962,1057.8848,2
5926,5926,2296.6086,6
14478,4478,4160.163348868203,18
12890,2890,7804.009584929899,10
2414,2414,7403.5114,4
2717,2717,2498.723,7
7769,7769,2652.7667,9
5676,5676,3069.0989,6
10402,402,6066.273977844726,12
10417,417,3388.0651427340026,17
6462,6462,1408.0942,2
4092,4092,2095.9012,2
10186,186,6168.512319330761,16
16710,6710,8479.583102608673,10
8917,8917,1132.618,7
1255,1255,3539.1355,5
10684,684,11773.954829101003,14
4048,4048,1254.1337,8
6227,6227,4938.2131,7
4938,4938,2415.2878,8
458,458,5015.98,8
19651,9651,7734.7078066931945,11
6634,6634,4982.3921,4
6426,6426,4514.7886,6
17630,7630,7855.724808676178,10
14977,4977,7651.919873047135,17
16123,6123,10374.08246548622,13
4003,4003,3660.6543,3
19795,9795,9174.799326684815,15
15547,5547,8544.756956422982,17
1180,1180,1121.3993,0
11451,1451,12480.932483515884,11
4619,4619,4157.2492,9
13913,3913,8348.466044926301,13
4875,4875,1609.7514,5
3942,3942,7650.6701,2
17834,7834,8471.850470600113,14
10251,251,5786.616930999859,11
13366,3366,6102.994097068206,16
5538,5538,2909.5775,8
12859,2859,7914.368352481762,19
658,658,1530.7494,8
14509,4509,4615.225430881077,19
2802,2802,3946.5959,2
4964,4964,4407.7508,4
18554,8554,8193.909868878978,14
17026,7026,8060.900349752743,16
15197,5197,7646.908327190992,17
12766,2766,7116.486778446419,16
12145,2145,9647.208134449123,15
16703,6703,7574.494270616824,13
1245,1245,2038.8937,5
15625,5625,8137.307986807636,15
19035,9035,5921.148496361002,15
9746,9746,4835.2461,6
17812,7812,4969.130652393306,12
9421,9421,3519.7291,1
19098,9098,5806.255548003261,18
7471,7471,3078.6338,1
123,123,2283.8775,3
16819,6819,6631.6086283285385,19
18273,8273,5940.787992097929,13
1346,1346,4598.7539,6
5548,5548,4542.4045,8
9272,9272,2990.8911,2
7878,7878,4430.5783,8
19591,9591,9708.479772746694,11
8864,8864,2949.5077,4
9785,9785,4482.7221,5
12772,2772,6156.43010092722,12
5244,5244,8921.3589,4
9378,9378,9132.4442,8
2782,2782,3294.1762,2
11585,1585,6790.258626017429,15
10234,234,6209.199284878087,14
11276,1276,8580.84087406661,16
12495,2495,5755.706305972617,15
12371,2371,6432.407790170095,11
6483,6483,3951.5834,3
11912,1912,5604.353988526756,12
11988,1988,5797.60999269427,18
3863,3863,1458.1831,3
18150,8150,6309.346751196199,10
16408,6408,7944.683189844611,18
16884,6884,4956.95991979974,14
1260,1260,2064.4804,0
3188,3188,2844.3239,8
2141,2141,1825.851,1
3596,3596,4810.5103,6
18693,8693,10237.858510905373,13
6260,6260,1234.5193,0
17515,7515,5022.495616027041,15
11075,1075,8924.506780614918,15
756,756,4797.2482,6
11836,1836,6294.3436822747835,16
10260,260,6229.212073528771,10
253,253,2367.9466,3
12963,2963,6266.948894749053,13
3880,3880,2910.1666,0
4294,4294,2361.1993,4
5428,5428,2573.6853,8
13580,3580,6639.110342515067,10
7052,7052,6116.6613,2
18539,8539,5391.8862441305955,19
7627,7627,3553.0191,7
19609,9609,6571.347057587499,19
14329,4329,8330.870055976271,19
17000,7000,11888.539264226994,10
18443,8443,8899.05973475364,13
19685,9685,7713.3873009227855,15
1999,1999,1624.1084,9
5580,5580,1880.912,0
16717,6717,7054.523228480483,17
14795,4795,9457.244340705169,15
15350,5350,7948.405736658084,10
17851,7851,6980.815791422273,11
19398,9398,11119.756198303388,18
8550,8550,1456.6911,0
9247,9247,1900.9289,7
12902,2902,6487.101858401746,12
17144,7144,10354.80516515869,14
6816,6816,3685.3955,6
2703,2703,2251.0961,3
13534,3534,5262.517443552127,14
19273,9273,10353.26569759202,13
13156,3156,9300.382334632472,16
15605,5605,5282.624131642479,15
2919,2919,4977.5683,9
17468,7468,6603.461239330132,18
15950,5950,4969.256782716873,10
10828,828,4727.325410909437,18
12483,2483,9594.079759110035,13
9441,9441,1572.0246,1
10952,952,4726.356851387556,12
12672,2672,13252.586771498234,12
15690,5690,4293.326674768114,10
14732,4732,7998.758952576806,12
13626,3626,3431.671792033858,16
12415,2415,4271.383671824988,15
13696,3696,7137.141538106798,16
11981,1981,9106.4741901438,11
14471,4471,8617.480759694336,11
19442,9442,10478.874205621281,12
11730,1730,5657.709369860893,10
7314,7314,2164.6307,4
5635,5635,2879.0347,5
13334,3334,7736.942924283234,14
4254,4254,1441.5871,4
7810,7810,3881.9585,0
7852,7852,3786.7473,2
19154,9154,8733.294868323503,14
13928,3928,8101.7722516698095,18
1600,1600,1374.2061,0
12331,2331,8018.183716147858,11
7941,7941,1463.4585,1
10282,282,5248.3648473621915,12
13006,3006,9963.381330442991,16
2836,2836,1406.6429,6
8454,8454,2131.0649,4
19928,9928,6981.2187079250525,18
2682,2682,1499.0433,2
18353,8353,9420.274192942485,13
3096,3096,4309.9657,6
15611,5611,4479.244027216259,11
9219,9219,2308.1771,9
3646,3646,4680.2126,6
15599,5599,4804.658526796671,19
9317,9317,2545.9359,7
8951,8951,4331.8872,1
1908,1908,4500.3316,8
1633,1633,2496.0862,3
8543,8543,1820.6633,3
6205,6205,3276.3207,5
6021,6021,5033.3858,1
6658,6658,2163.8897,8
19072,9072,10654.81027923524,12
17361,7361,8473.464100237454,11
16571,6571,8274.300022683627,11
8659,8659,3822.8426,9
18861,8861,8739.332778824215,11
15944,5944,6343.751401950778,14
16726,6726,7764.640103203455,16
2346,2346,4990.2179,6
18691,8691,12050.19060858596,11
16719,6719,8012.871190958838,19
2070,2070,4622.0065,0
18168,8168,8086.395180185331,18
16611,6611,6079.391068413094,11
16044,6044,8305.670318033313,14
11345,1345,8810.774685192348,15
14505,4505,6645.201216442965,15
15114,5114,9472.85169688058,14
4972,4972,4215.1799,2
14762,4762,6378.808171608742,12
18938,8938,6857.560863364594,18
13892,3892,7354.570348141626,12
1804,1804,3531.505,4
16198,6198,5594.4181122630325,18
1403,1403,1753.3324,3
17184,7184,5185.933670092913,14
3780,3780,2114.9948,0
11841,1841,7551.165709859004,11
11950,1950,8451.527973031616,10
12103,2103,7642.587770967426,13
12935,2935,4724.240678879142,15
1974,1974,3457.7919,4
5267,5267,4788.9383,7
15674,5674,5921.043202118357,14
6869,6869,4685.9824,9
19312,9312,13407.809221164393,12
3580,3580,4267.9735,0
9751,9751,4785.5288,1
17101,7101,5236.218343415871,11
1135,1135,2415.7959,5
11444,1444,9228.70415428584,14
1026,1026,4067.4390000000003,6
5431,5431,3344.1481,1
14297,4297,10866.64815755294,17
12850,2850,6636.034127142372,10
8182,8182,2441.5705,2
7394,7394,2716.0696,4
7666,7666,3635.0924,6
6379,6379,6615.7889,9
2869,2869,5244.5228,9
15688,5688,8255.211434589575,18
12057,2057,6461.407580254229,17
11974,1974,7227.038758396097,14
14523,4523,7170.4883222426,13
9839,9839,7980.3455,9
15129,5129,5520.755965308482,19
12087,2087,7797.929639217822,17
7438,7438,1072.445,8
810,810,2165.6861,0
5279,5279,3036.1742,9
15968,5968,6761.5856807281125,18
18652,8652,3308.654448217765,12
19472,9472,6553.188595791207,12
2130,2130,1416.3704,0
9844,9844,3410.6577,4
8795,8795,6067.649,5
11941,1941,5330.914990785369,11
13393,3393,4752.519237267539,13
16751,6751,7772.294258661521,11
9554,9554,3357.7059999999997,4
7183,7183,4920.1197,3
7699,7699,4027.0109,9
16188,6188,6201.9388600206385,18
19221,9221,8056.950763444298,11
11551,1551,7259.125700675014,11
14917,4917,7248.925509343804,17
2635,2635,4446.3533,5
2036,2036,3493.7538,6
13192,3192,8809.763115630749,12
16176,6176,5057.9960900185715,16
16368,6368,6199.424204857524,18
1449,1449,4715.6166,9
10136,136,4746.188224946056,16
11442,1442,6341.937468062832,12
14004,4004,8974.912643793206,14
8350,8350,1480.4345,0
13821,3821,6510.356104675954,11
9799,9799,4228.4367,9
19752,9752,9062.510735414333,12
9501,9501,1903.4185,1
15627,5627,10851.020464920766,17
3502,3502,3087.0722,2
8194,8194,2769.5992,4
19807,9807,8689.686209100348,17
2807,2807,4392.1838,7
17015,7015,6457.979749829791,15
2508,2508,3210.1679999999997,8
15586,5586,5564.351492727978,16
9741,9741,2390.73,1
141,141,2321.0613,1
3861,3861,4806.1755,1
8036,8036,2184.2068,6
6667,6667,1694.306,7
17659,7659,7777.400861564127,19
3337,3337,2914.3326,7
13099,3099,8129.452092708091,19
19673,9673,7309.361547535434,13
8641,8641,3642.238,1
17253,7253,6411.259339551101,13
8557,8557,2627.6296,7
10867,867,9472.516908881902,17
2231,2231,9007.0163,1
19695,9695,6866.387999167537,15
15368,5368,8064.634757731715,18
17037,7037,5609.925635320748,17
3510,3510,2687.0513,0
12670,2670,7940.108167983725,10
5056,5056,2691.3657,6
3922,3922,4321.4252,2
15053,5053,6532.932400870515,13
17567,7567,9475.901100212555,17
8265,8265,2194.3193,5
7277,7277,1660.1337,7
15839,5839,5029.315603936873,19
11885,1885,10358.540570524705,15
17605,7605,5513.023298262622,15
19647,9647,5253.850477159839,17
12098,2098,7281.539110554661,18
19120,9120,5602.836320591108,10
4258,4258,3525.3696,8
12295,2295,9158.546253540815,15
7839,7839,3995.6425,9
16620,6620,5610.921624916285,10
1909,1909,2644.5018,9
14463,4463,8701.179161925114,13
9217,9217,3455.58,7
11781,1781,5095.440442981053,11
17248,7248,8644.849694187345,18
5511,5511,6565.2046,1
5035,5035,1248.9114,5
9445,9445,8351.2147,5
18016,8016,10205.506581198133,16
3635,3635,4770.0906,5
8471,8471,1870.3585,1
1352,1352,3264.7126,2
19181,9181,7826.353916802388,11
5457,5457,3016.1314,7
2106,2106,3508.5146,6
5472,5472,2064.3182,2
17347,7347,8875.194373421224,17
3798,3798,1885.1595,8
19101,9101,7154.0686670722,11
11747,1747,7734.647604226911,17
14563,4563,10270.702094305789,13
7402,7402,4568.4396,2
11131,1131,11556.40732073746,11
17908,7908,8654.605792372711,18
15696,5696,4948.526760358822,16
3471,3471,2669.3669,1
3808,3808,8683.3658,8
12023,2023,11366.493501433413,13
15232,5232,5832.535322328458,12
5532,5532,1906.0768,2
7029,7029,4790.585,9
15575,5575,8843.589343275698,15
2443,2443,1205.5842,3
18406,8406,5416.931566064704,16
15359,5359,7555.720658727576,19
5193,5193,6044.6685,3
18112,8112,5482.103702606657,12
5232,5232,1395.7515,2
15124,5124,10473.931447401796,14
11752,1752,8175.969545066718,12
16775,6775,8938.06405227146,15
8515,8515,1876.9241,5
2513,2513,1372.6749,3
11022,1022,10586.690724466729,12
2214,2214,5229.4413,4
6302,6302,1433.1109,2
11971,1971,3915.825993326825,11
8622,8622,5069.8144,2
7211,7211,5617.5686,1
16853,6853,8399.23452325454,13
10440,440,4962.169150502012,10
8935,8935,7446.2074,5
7891,7891,7461.8701,1
19830,9830,6291.6291107570605,10
9549,9549,4344.8502,9
18281,8281,8613.621536901574,11
17052,7052,10368.341191968222,12
3570,3570,2293.0295,0
13171,3171,6843.446033739032,11
17553,7553,5842.218059740142,13
2025,2025,2974.3942,5
11082,1082,8214.792726458889,12
6047,6047,9224.0832,7
16459,6459,4290.146198670361,19
10325,325,6648.39411663894,15
18750,8750,6037.179150232723,10
18512,8512,12252.633463235747,12
17900,7900,6906.326851416489,10
731,731,3695.0028,1
5779,5779,4286.9813,9
5571,5571,1838.9975,1
7280,7280,4923.4965,0
4986,4986,5504.5778,6
9939,9939,1949.112,9
14743,4743,3635.7969260530353,13
8814,8814,2365.1217,4
1446,1446,9975.4486,6
19136,9136,7758.194348846865,16
18609,8609,5713.063315745565,19
10202,202,12363.585192654224,12
1397,1397,3945.0721,7
19872,9872,7126.207114182852,12
7178,7178,3402.1777,8
4840,4840,2528.8624,0
19528,9528,8394.272613368705,18
10831,831,8902.400345014672,11
9993,9993,2495.4618,3
19848,9848,11823.174520151379,18
17593,7593,10376.1823621517,13
18978,8978,5858.189550024391,18
809,809,3684.3909,9
19274,9274,10041.957079319904,14
15637,5637,4831.8776808441635,17
11100,1100,14356.125484998527,10
4967,4967,6842.0912,7
5760,5760,2694.8497,0
5178,5178,2557.7918,8
11347,1347,4297.543211956111,17
9227,9227,4176.0973,7
7390,7390,3086.0322,0
11193,1193,6667.516234404234,13
5260,5260,7589.6759999999995,0
19888,9888,8953.123672111593,18
6607,6607,4259.9323,7
4010,4010,3285.0032,0
18915,8915,5328.200056088275,15
1874,1874,5021.8676,4
3235,3235,2341.4193,5
14062,4062,11241.65403650185,12
6827,6827,4193.2816,7
10014,14,3584.590188157001,14
1971,1971,1344.774,1
4617,4617,3457.4763,7
1831,1831,4929.5686,1
17337,7337,9250.245178515108,17
9695,9695,4471.2589,5
3730,3730,3828.6586,0
16047,6047,13891.776020990044,17
14822,4822,9139.63710741764,12
8606,8606,1775.1389,6
2104,2104,4672.2748,4
16550,6550,5246.4980373861135,10
15159,5159,5522.270479023941,19
9730,9730,3803.145,0
10439,439,7131.860514750332,19
18455,8455,6381.1210867672435,15
644,644,2597.3024,4
13513,3513,9338.433320393393,13
3257,3257,2207.0624,7
10344,344,5829.006228828582,14
16276,6276,9920.732302605651,16
13181,3181,8837.639423748675,11
6864,6864,3462.8022,4
547,547,4684.3901,7
4851,4851,2168.5057,1
10610,610,9795.844325021226,10
9909,9909,3182.0736,9
5425,5425,1263.837,5
1004,1004,4051.3959,4
14123,4123,9895.992175233758,13
789,789,6285.0218,9
3026,3026,2950.6555,6
7711,7711,7141.9851,1
1628,1628,4257.2107,8
9229,9229,2380.5726,9
2003,2003,2120.3728,3
16752,6752,8990.619191803651,12
4346,4346,8647.7523,6
16574,6574,13157.687446338985,14
13353,3353,8231.696763493657,13
13518,3518,8165.8213745198,18
19094,9094,6988.707426966823,14
8284,8284,1539.8651,4
19103,9103,6601.1945128420375,13
18477,8477,4439.505315820649,17
5941,5941,6894.6303,1
10583,583,6912.547927895021,13
1637,1637,3747.0577,7
2427,2427,3149.6676,7
1993,1993,3786.6034,3
13801,3801,7378.708746504719,11
7114,7114,1884.3454,4
9833,9833,9860.1867,3
9111,9111,6666.1439,1
14227,4227,4455.893464052096,17
9448,9448,2272.9265,8
